"","ID","Description","Calories","Protein","TotalFat","Carbohydrate","Sodium","Cholesterol","Calcium","Iron","Potassium","Sugar","VitaminC","VitaminD","VitaminE","HighSodium","HighCalories","HighProtein","HighSugar","HighTotalFat"
"533",5068,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",245,26.96,13.72,1.63,1126,90,12,1.34,301,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"534",5069,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",186,22.58,9.96,0,283,130,12,0.97,331,0,0,0.1,0.19,0,0,1,0,0
"535",5070,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",204,25.32,10.64,0,1013,83,11,1.33,222,0,0,0.1,0.27,1,0,1,0,1
"536",5071,"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW",115,18.84,3.82,0,281,90,10,0.67,314,0,0,0,0.18,0,0,1,0,0
"537",5072,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,FRIED",195,28.62,8.08,0,1172,94,12,1.32,323,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"538",5073,"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,CKD,RST",149,23.36,5.49,0,287,130,12,0.98,341,0,0,0,0.18,0,0,1,0,0
"539",5074,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",169,27.5,5.71,0,1048,88,11,1.37,238,0,0,0.1,0.27,1,0,1,0,0
"540",5075,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",214,16.37,15.95,0.17,1082,93,9,0.69,273,0,0.2,0.1,0.22,1,0,1,0,1
"541",5076,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER",273,21.77,16.17,8.72,493,90,18,1.4,227,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"542",5077,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR",254,26.84,14.43,2.5,1115,94,13,1.43,306,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"543",5078,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",184,24.03,8.99,0,1185,127,12,1.09,340,0,0,0.1,0.19,1,0,1,0,0
"544",5079,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD",220,24.17,12.92,0,985,84,11,1.35,213,0,0,0.1,0.27,1,0,1,0,1
"545",5080,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW",120,19.16,4.22,0,1172,91,10,0.78,311,0,0,0,0.18,1,0,1,0,0
"546",5081,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED",208,28.38,9.32,0.65,1172,99,13,1.4,329,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"547",5082,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",174,24.22,7.8,0,1193,128,12,1.08,345,0,0,0.1,0.16,1,0,1,0,0
"548",5083,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,STWD",185,26.26,8.06,0,1029,89,11,1.4,229,0,0,0.1,0.27,1,0,1,0,0
"549",5084,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,RAW",297,14.07,26.24,0,900,99,18,1.9,169,8.20492025989368,0,0.577190904784462,0.3,1,1,1,0,1
"550",5085,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,BATTER",330,19.82,23.52,8.7,490,91,31,2.15,185,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"551",5086,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,FLR",332,24.01,23.61,4.24,1062,94,31,2.42,218,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"552",5087,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD SIMMRD",247,19.61,18.1,0,777,70,27,2.3,137,0,0,0.1,0.27,1,1,1,0,1
"553",5088,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,RAW",154,17.55,8.78,0,1054,83,27,2.06,212,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"554",5089,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,FRIED",229,26.87,11.88,1.77,1193,105,41,2.98,284,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"555",5090,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,SIMMRD",179,24.56,8.18,0,900,79,44,2.63,173,8.20492025989368,0,0.1,1.45826641912277,1,0,1,0,0
"556",5091,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,RAW",219,16.24,16.61,0.25,1020,98,8,0.67,275,0,0,0.1,0.21,1,0,1,0,1
"557",5092,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",277,21.61,16.53,9.08,503,93,18,1.45,231,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"558",5093,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR",262,26.75,14.98,3.18,1115,97,14,1.49,310,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"559",5094,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,RSTD",229,22.63,14.81,0,1097,135,10,1.05,336,0,0,0.2,0.19,1,1,1,0,1
"560",5095,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD",232,23.26,14.74,0,969,84,11,1.37,207,0,0,0.1,0.27,1,1,1,0,1
"561",5096,"CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT ONLY,RAW",119,19.26,4.11,0,1126,95,9,0.8,319,0,0,0,0.18,1,0,1,0,0
"562",5097,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED",218,28.18,10.3,1.18,1165,102,13,1.46,334,8.20492025989368,0,0.2,1.45826641912277,1,0,1,0,0
"563",5098,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD",177,23.99,8.27,0,1107,135,10,1.08,354,0,0,0.2,0.18,1,0,1,0,0
"564",5099,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",195,25,9.79,0,1004,90,11,1.42,221,0,0,0.1,0.27,1,0,1,0,0
"565",5100,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW",222,18.33,15.97,0,985,77,12,0.95,190,0,0.7,0.1,0.3,1,1,1,0,1
"566",5101,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER",324,19.87,21.81,10.94,550,79,20,1.29,170,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"567",5102,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR",321,26.11,22.16,2.39,1020,81,15,1.25,214,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"568",5103,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD",290,26.86,19.46,0,1062,84,15,1.27,222,0,0,0.1,0.27,1,1,1,0,1
"569",5104,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,STWD",249,22.78,16.82,0,928,70,12,1.13,171,0,0,0.1,0.27,1,1,1,0,1
"570",5105,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW",126,21.97,3.54,0,1054,57,13,0.88,233,0,1.2,0.1,0.13,1,0,1,0,0
"571",5106,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED",211,30.15,9.15,0,1143,84,15,1.14,278,8.20492025989368,0,0.1,1.45826641912277,1,0,1,0,0
"572",5107,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD",203,30.46,8.13,0,1149,85,16,1.16,281,0,0,0.1,0.27,1,0,1,0,0
"573",5108,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",181,27.18,7.18,0,985,74,13,1.12,187,0,0,0.1,0.27,1,0,1,0,0
"574",5109,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",213,17.09,15.46,0.09,945,86,10,1.37,235,8.20492025989368,2.4,0.577190904784462,1.45826641912277,1,0,1,0,1
"575",5110,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",220,23.96,13.07,0.05,969,94,13,1.61,274,8.20492025989368,0.4,0.577190904784462,1.45826641912277,1,0,1,0,1
"576",5111,"CHICKEN,ROASTING,MEAT&SKN,RAW",216,17.14,15.85,0,937,73,10,1.01,235,0,0,0.577190904784462,0.3,1,0,1,0,1
"577",5112,"CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",223,23.97,13.39,0,985,76,12,1.26,282,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"578",5113,"CHICKEN,ROASTING,MEAT ONLY,RAW",111,20.33,2.7,0,1004,65,10,1.03,311,0,0,0.577190904784462,0.22,1,0,1,0,0
"579",5114,"CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD",167,25.01,6.63,0,1004,75,12,1.21,301,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"580",5115,"CHICKEN,ROASTING,GIBLETS,RAW",127,18.14,5.04,1.14,1020,236,10,5.4,299,8.20492025989368,13.1,0.577190904784462,1.45826641912277,1,0,1,0,0
"581",5116,"CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD",165,26.77,5.22,0.86,861,357,12,6.09,196,8.20492025989368,6.5,0.577190904784462,1.45826641912277,1,0,1,0,0
"582",5117,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW",109,22.2,1.63,0,768,57,11,0.89,327,0,0,0.577190904784462,0.22,1,0,1,0,0
"583",5118,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",153,27.13,4.07,0,768,75,13,1.08,309,0,0,0.1,0.27,1,0,1,0,0
"584",5119,"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,RAW",113,18.74,3.61,0,1165,72,9,1.15,299,0,0,0.577190904784462,0.21,1,0,1,0,0
"585",5120,"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD",178,23.25,8.75,0,1165,75,11,1.33,296,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"586",5121,"CHICKEN,STEWING,MEAT&SKN,&GIBLETS&NECK,RAW",251,17.48,19.52,0.19,969,87,10,1.51,274,8.20492025989368,3.1,0.577190904784462,1.45826641912277,1,1,1,0,1
"587",5122,"CHICKEN,STEWING,MEAT & SKN,& GIBLETS & NECK,CKD,STWD",214,24.88,11.91,0,928,107,13,1.64,208,0,1,0,0.28,1,0,1,0,1
"588",5123,"CHICKEN,STEWING,MEAT&SKN,RAW",258,17.55,20.33,0,969,71,10,1.04,274,0,0,0.577190904784462,0.33,1,1,1,0,1
"589",5124,"CHICKEN,STEWING,MEAT&SKN,CKD,STWD",285,26.88,18.87,0,985,79,13,1.37,220,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"590",5125,"CHICKEN,STEWING,MEAT ONLY,RAW",148,21.26,6.32,0,1038,63,10,1.09,326,0,3.3,0.577190904784462,0.24,1,0,1,0,0
"591",5126,"CHICKEN,STEWING,MEAT ONLY,CKD,STWD",237,30.42,11.89,0,1029,83,13,1.43,272,0,0,0.577190904784462,0.3,1,1,1,0,1
"592",5127,"CHICKEN,STEWING,GIBLETS,RAW",168,17.89,9.21,2.13,1020,240,10,5.93,298,8.20492025989368,11.4,0.577190904784462,1.45826641912277,1,0,1,0,0
"593",5128,"CHICKEN,STEWING,GIBLETS,CKD,SIMMRD",194,25.73,9.3,0.11,818,355,13,6.44,188,8.20492025989368,5.5,0.577190904784462,1.45826641912277,1,0,1,0,0
"594",5129,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,RAW",137,23.1,4.21,0,787,47,11,0.92,337,0,1.8,0.577190904784462,0.23,1,0,1,0,0
"595",5130,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,CKD,STWD",213,33.04,7.98,0,838,70,14,1.19,238,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"596",5131,"CHICKEN,STEWING,DK MEAT,MEAT ONLY,RAW",157,19.7,8.12,0,268,77,10,1.22,316,0,4.6,0.577190904784462,0.24,0,0,1,0,0
"597",5132,"CHICKEN,STEWING,DK MEAT,MEAT ONLY,CKD,STWD",258,28.14,15.28,0,1165,95,12,1.64,274,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"598",5133,"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,RAW",232,18.51,16.9,0.08,721,87,11,1.41,284,8.20492025989368,2.6,0.577190904784462,1.45826641912277,1,1,1,0,1
"599",5134,"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",226,28.35,11.67,0.04,758,103,15,1.79,317,8.20492025989368,0.4,0.577190904784462,1.45826641912277,1,1,1,0,1
"600",5135,"CHICKEN,CAPONS,MEAT&SKN,RAW",234,18.77,17.07,0,700,75,11,1.09,288,0,1.7,0.577190904784462,0.32,1,1,1,0,1
"601",5136,"CHICKEN,CAPONS,MEAT&SKN,CKD,RSTD",229,28.96,11.65,0,741,86,14,1.49,330,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"602",5137,"CHICKEN,CAPONS,GIBLETS,RAW",130,18.28,5.18,1.42,1020,292,10,6.25,298,8.20492025989368,18.4,0.577190904784462,1.45826641912277,1,0,1,0,0
"603",5138,"CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD",164,26.39,5.4,0.76,807,434,13,6.8,187,8.20492025989368,9,0.577190904784462,1.45826641912277,1,0,1,0,0
"604",5139,"DUCK,DOMESTICATED,MEAT&SKN,RAW",404,11.49,39.34,0,890,76,11,2.4,279,0,2.8,0.7,0.7,1,1,0,0,1
"605",5140,"DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD",337,18.99,28.35,0,848,84,11,2.7,274,0,0,0.1,0.7,1,1,1,0,1
"606",5141,"DUCK,DOMESTICATED,MEAT ONLY,RAW",135,18.28,5.95,0.94,996,77,11,2.4,348,0,5.8,0.1,0.7,1,0,1,0,0
"607",5142,"DUCK,DOMESTICATED,MEAT ONLY,CKD,RSTD",201,23.48,11.2,0,908,89,12,2.7,327,0,0,0.1,0.7,1,0,1,0,1
"608",5143,"DUCK,DOMESTICATED,LIVER,RAW",136,18.74,4.64,3.53,309,515,11,30.53,303,8.20492025989368,4.5,0.577190904784462,1.45826641912277,0,0,1,0,0
"609",5144,"DUCK,WILD,MEAT&SKN,RAW",211,17.42,15.2,0,818,80,5,4.16,323,8.20492025989368,5.2,0.577190904784462,1.45826641912277,1,0,1,0,1
"610",5145,"DUCK,WILD,BREAST,MEAT ONLY,RAW",123,19.85,4.25,0,828,77,3,4.51,344,8.20492025989368,6.2,0.577190904784462,1.45826641912277,1,0,1,0,0
"611",5146,"GOOSE,DOMESTICATED,MEAT&SKN,RAW",371,15.86,33.62,0,985,80,12,2.5,399,8.20492025989368,4.2,0.577190904784462,1.45826641912277,1,1,1,0,1
"612",5147,"GOOSE,DOMESTICATED,MEAT&SKN,CKD,RSTD",305,25.16,21.92,0,959,91,13,2.83,422,0,0,0.1,1.74,1,1,1,0,1
"613",5148,"GOOSE,DOMESTICATED,MEAT ONLY,RAW",161,22.75,7.13,0,1107,84,13,2.57,527,8.20492025989368,7.2,0.577190904784462,1.45826641912277,1,0,1,0,0
"614",5149,"GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD",238,28.97,12.67,0,1013,96,14,2.87,487,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"615",5150,"GOOSE,LIVER,RAW",133,16.37,4.28,6.32,309,515,43,30.53,303,8.20492025989368,4.5,0.577190904784462,1.45826641912277,0,0,1,0,0
"616",5151,"GUINEA HEN,MEAT&SKN,RAW",158,23.4,6.45,0,928,74,11,0.84,232,8.20492025989368,1.3,0.577190904784462,1.45826641912277,1,0,1,0,0
"617",5152,"GUINEA HEN,MEAT ONLY,RAW",110,20.64,2.47,0,945,63,11,0.77,292,8.20492025989368,1.7,0.577190904784462,1.45826641912277,1,0,1,0,0
"618",5153,"PHEASANT,RAW,MEAT&SKN",181,22.7,9.29,0,645,71,12,1.15,317,8.20492025989368,5.3,0.577190904784462,1.45826641912277,0,0,1,0,0
"619",5154,"PHEASANT,RAW,MEAT ONLY",133,23.57,3.64,0,602,66,13,1.15,338,8.20492025989368,6,0.577190904784462,1.45826641912277,0,0,1,0,0
"620",5155,"PHEASANT,BREAST,MEAT ONLY,RAW",133,24.37,3.25,0,560,58,3,0.79,316,8.20492025989368,6,0.577190904784462,1.45826641912277,0,0,1,0,0
"621",5156,"PHEASANT,LEG,MEAT ONLY,RAW",134,22.2,4.3,0,700,80,29,1.78,375,8.20492025989368,6,0.577190904784462,1.45826641912277,1,0,1,0,0
"622",5157,"QUAIL,MEAT AND SKIN,RAW",192,19.63,12.05,0,787,76,13,3.97,287,8.20492025989368,6.1,0.577190904784462,1.45826641912277,1,0,1,0,1
"623",5158,"QUAIL,MEAT ONLY,RAW",134,21.76,4.53,0,768,70,13,4.51,310,8.20492025989368,7.2,0.577190904784462,1.45826641912277,1,0,1,0,0
"624",5159,"QUAIL,BREAST,MEAT ONLY,RAW",123,22.59,2.99,0,807,58,10,2.31,336,8.20492025989368,5.1,0.577190904784462,1.45826641912277,1,0,1,0,0
"625",5160,"SQUAB,(PIGEON),MEAT&SKN,RAW",294,18.47,23.8,0,797,95,12,3.54,238,8.20492025989368,5.2,0.577190904784462,1.45826641912277,1,1,1,0,1
"626",5161,"SQUAB,(PIGEON),MEAT ONLY,RAW",142,17.5,7.5,0,768,90,13,4.51,310,8.20492025989368,7.2,0.577190904784462,1.45826641912277,1,0,1,0,0
"627",5162,"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",134,21.76,4.52,0,807,90,10,2.31,336,8.20492025989368,5.1,0.577190904784462,1.45826641912277,1,0,1,0,0
"628",5163,"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,RAW",157,20.37,7.77,0.08,928,78,15,1.69,345,8.20492025989368,0.2,0.577190904784462,1.45826641912277,1,0,1,0,0
"629",5164,"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",205,27.98,9.45,0.07,928,95,26,2.01,349,8.20492025989368,0.1,0.577190904784462,1.45826641912277,1,0,1,0,0
"630",5165,"TURKEY,ALL CLASSES,MEAT&SKN,RAW",160,20.42,8.02,0,908,68,15,1.43,342,0,0,0.1,0.35,1,0,1,0,0
"631",5166,"TURKEY,ALL CLASSES,MEAT&SKN,CKD,RSTD",208,28.1,9.73,0,937,82,26,1.79,358,0,0,0,0.34,1,0,1,0,0
"632",5167,"TURKEY,ALL CLASSES,MEAT ONLY,RAW",120,21.77,2.86,0.24,959,65,14,1.45,375,0,0,0.4,0.35,1,0,1,0,0
"633",5168,"TURKEY,ALL CLASSES,MEAT ONLY,CKD,RSTD",170,29.32,4.97,0,959,76,25,1.78,377,0,0,0.2,0.33,1,0,1,0,0
"634",5169,"TURKEY,ALL CLASSES,SKN ONLY,RAW",389,12.71,36.91,0.43,592,91,18,1.35,131,8.20492025989368,0,0.6,1.45826641912277,0,1,1,0,1
"635",5170,"TURKEY,ALL CLASSES,SKN ONLY,CKD,RSTD",443,19.7,39.66,0.33,787,113,35,1.79,196,8.20492025989368,0,0.2,1.45826641912277,1,1,1,0,1
"636",5171,"TURKEY,ALL CLASSES,GIBLETS,RAW",129,19.36,4.2,2.09,1107,282,8,6.84,408,8.20492025989368,3.8,0.577190904784462,1.45826641912277,1,0,1,0,0
"637",5172,"TURKEY,ALL CLASSES,GIBLETS,CKD,SIMMRD,SOME GIBLET FAT",199,20.89,11.86,0.8,900,289,6,7.71,347,0,13.7,0,0.08,1,0,1,0,1
"638",5173,"TURKEY,GIZZARD,ALL CLASSES,RAW",118,19.14,4.58,0,977,197,6,4.31,415,0,6.2,0.577190904784462,0.05,1,0,1,0,0
"639",5174,"TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD",129,21.72,3.87,0.38,928,203,7,4.95,426,0,6.3,0,0.05,1,0,1,0,0
"640",5175,"TURKEY,HEART,ALL CLASSES,RAW",113,17.13,4.79,0.41,1158,147,6,4.18,374,0,3,0.577190904784462,0.04,1,0,1,0,0
"641",5176,"TURKEY,HEART,ALL CLASSES,CKD,SIMMRD",136,21.47,4.64,0.68,1136,184,7,5.2,370,0,2.8,0,0.05,1,0,1,0,0
"642",5177,"TURKEY,LIVER,ALL CLASSES,RAW",228,17.84,16.36,2.26,969,331,5,12,330,0,24.5,0.577190904784462,0.12,1,1,1,0,1
"643",5178,"TURKEY,LIVER,ALL CLASSES,CKD,SIMMRD",273,20.02,20.54,1.21,818,388,5,10.7,282,0,22.6,0.577190904784462,0.11,1,1,1,0,1
"644",5179,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",135,20.14,5.42,0,1153,79,34,2,393,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"645",5180,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,CKD,SIMMRD",180,26.84,7.26,0.1,818,122,37,2.3,182,0,0,0.2,0.64,1,0,1,0,0
"646",5181,"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,RAW",159,21.64,7.36,0,848,65,13,1.21,348,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"647",5182,"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,CKD,RSTD",197,28.57,8.33,0,890,76,21,1.41,363,0,0,0.1,0.13,1,0,1,0,0
"648",5183,"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,RAW",160,18.92,8.8,0,969,72,17,1.69,337,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"649",5184,"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,CKD,RSTD",221,27.49,11.54,0,1013,89,33,2.27,351,0,0,0.1,0.61,1,1,1,0,1
"650",5185,"TURKEY,ALL CLASSES,LT MEAT,RAW",115,23.56,1.56,0,890,60,12,1.19,396,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"651",5186,"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD",157,29.9,3.22,0,900,69,19,1.35,396,0,0,0.2,0.09,1,0,1,0,0
"652",5187,"TURKEY,ALL CLASSES,DK MEAT,RAW",125,20.07,4.38,0,1020,69,17,1.75,364,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"653",5188,"TURKEY,ALL CLASSES,DK MEAT,CKD,RSTD",188,28.57,7.22,0.1,1038,85,32,2.33,369,0,0,0.2,0.64,1,0,1,0,0
"654",5189,"TURKEY,ALL CLASSES,BACK,MEAT&SKN,RAW",196,18.11,13.11,0,919,74,17,1.63,309,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,1
"655",5190,"TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",244,26.59,14.38,0.16,985,91,33,2.19,336,0,0,0,0.59,1,1,1,0,1
"656",5191,"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,RAW",157,21.89,7.02,0,848,65,13,1.2,352,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"657",5192,"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,CKD,RSTD",189,28.71,7.41,0,890,74,21,1.4,366,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"658",5193,"TURKEY,ALL CLASSES,LEG,MEAT&SKN,RAW",144,19.54,6.72,0,996,71,17,1.72,350,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"659",5194,"TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD",208,27.87,9.82,0.13,1020,85,32,2.3,358,0,0,0.1,0.62,1,0,1,0,0
"660",5195,"TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW",197,20.22,12.32,0,807,70,14,1.26,314,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,1
"661",5196,"TURKEY,ALL CLASSES,WING,MEAT&SKN,CKD,RSTD",229,27.38,12.43,0,870,81,24,1.46,342,0,0,0.1,0.17,1,1,1,0,1
"662",5197,"TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,RAW",133,22.15,4.25,0.05,870,92,13,1.75,320,8.20492025989368,0.2,0.577190904784462,1.45826641912277,1,0,1,0,0
"663",5198,"TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",171,28.08,5.64,0.04,908,118,23,2.22,316,8.20492025989368,0.1,0.577190904784462,1.45826641912277,1,0,1,0,0
"664",5199,"TURKEY,FRYER-ROASTERS,MEAT&SKN,RAW",134,22.37,4.25,0,838,81,13,1.42,317,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"665",5200,"TURKEY,FRYER-ROASTERS,MEAT&SKN,CKD,RSTD",172,28.26,5.72,0,919,105,22,1.95,325,0,0,0,0.35,1,0,1,0,0
"666",5201,"TURKEY,FRYER-ROASTERS,MEAT ONLY,RAW",110,22.32,1.58,0,870,73,12,1.44,336,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"667",5202,"TURKEY,FRYER-ROASTERS,MEAT ONLY,CKD,RSTD",150,29.56,2.63,0,928,98,20,1.96,339,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"668",5203,"TURKEY,FRYER-ROASTERS,SKN ONLY,RAW",283,16.6,23.54,0,581,139,19,1.29,152,8.20492025989368,0,0.577190904784462,1.45826641912277,0,1,1,0,1
"669",5204,"TURKEY,FRYER-ROASTERS,SKN ONLY,CKD,RSTD",299,20.94,23.28,0,870,144,35,1.86,219,8.20492025989368,0,0.577190904784462,1.45826641912277,1,1,1,0,1
"670",5205,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKN,RAW",133,23.09,3.81,0,758,76,12,1.23,328,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"671",5206,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKN,CKD,RSTD",164,28.77,4.58,0,828,95,18,1.61,338,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"672",5207,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,RAW",129,20.06,4.79,0,919,87,14,1.62,305,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"673",5208,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,CKD,RSTD",182,27.69,7.06,0,1013,117,27,2.33,310,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
"674",5209,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,RAW",108,24.18,0.49,0,777,66,10,1.22,353,8.20492025989368,0,0.577190904784462,1.45826641912277,1,0,1,0,0
